RB,Naziv portfelja,Dionice,"Portfelj
kreiran",Prinos,"Prinos
bez div.","Prinos iznad 
OTP
indeksnog fonda",Opaska
359.,zagorje v srcu,"(0) ZVZD-R-A,PODR-R-A,HT-R-A,INA-R-A",24.01. 20:01,-31.52%,"-32,95%","-21,09%",
360.,GB_93,"(1) HPB-R-A,LEDO-R-A,ADRS-R-A,DDJH-R-A,ZABA-R-A,RIVP-R-A",25.01. 19:55,-32.23%,"-34,40%","-20,90%",
361.,anzg,"(1) ARNT-R-A,LEDO-R-A,RIVP-R-A,DDJH-R-A,ADRS-P-A",09.01. 20:13,-32.37%,"-33,47%","-23,05%",
362.,bdavor,"(3) VIRO-R-A,OPTE-R-A,MDKA-R-A,VDKT-R-A,DDJH-R-A",25.01. 09:30,-32.61%,"-35,69%","-21,28%",
363.,kova11,"(0) PVCM-R-A,LEDO-R-A,DDJH-R-A,ARNT-R-A,HPB-R-A,RIVP-R-A",25.01. 11:55,-32.95%,"-33,29%","-21,62%",
364.,Turki,"(0) BD62-R-A,DDJH-R-A,OPTE-R-A",25.01. 13:48,-33.14%,"-33,14%","-21,81%",
365.,adiosnoia,"(0) DDJH-R-A,GAMA-R-A,PRFC-R-A",02.01. 19:36,-33.49%,"-33,49%","-25,38%",
366.,Trejder Sime,"(1) DDJH-R-A,ARNT-R-A,OPTE-R-A",05.01. 20:22,-34.16%,"-34,16%","-25,74%",Usprkos porezima...
367.,Vitko,"(0) DLKV-R-A,VDKT-R-A,PODR-R-A,HPB-R-A",23.01. 17:27,-34.33%,"-34,79%","-23,63%",
368.,huzun,"(0) LRH-R-A,THNK-R-A,BD62-R-A",25.01. 18:20,-34.98%,"-34,98%","-23,66%",
369.,nocic,"(1) HT-R-A,LEDO-R-A,VIRO-R-A,DDJH-R-A,PODR-R-A,RIVP-R-A",25.01. 21:20,-35.14%,"-36,36%","-23,81%",
370.,dali,"(2) ADRS-P-A,RIVP-R-A,DDJH-R-A,OPTE-R-A,PRFC-R-A,PVCM-R-A",25.01. 09:39,-35.61%,"-36,36%","-24,28%",
371.,Tomo2111,"(0) MAIS-R-A,PODR-R-A,BLJE-R-A",02.01. 18:49,-35.91%,"-36,52%","-27,81%",
372.,suomifan,"(7) DDJH-R-A,DLKV-R-A,ARNT-R-A,PLAG-R-A",24.01. 18:16,-35.98%,"-38,18%","-25,55%",
373.,barni35zg,"(0) ADRS-R-A,DDJH-R-A,VIRO-R-A",24.01. 20:50,-36.02%,"-36,98%","-25,59%",
374.,mateaErste,"(0) PVCM-R-A,THNK-R-A,IGH-R-A",25.01. 15:20,-36.21%,"-36,21%","-24,88%",
375.,neminovan,"(0) PRFC-R-A,BLJE-R-A,ADPL-R-A",03.01. 21:29,-36.29%,"-38,34%","-28,28%",
376.,bokčija,"(5) ATLN-R-A,PLAG-R-A,ADRS-P-A,PODR-R-A,HPB-R-A,DLKV-R-A",02.01. 19:11,-36.52%,"-39,93%","-28,41%",šterci v križ torbe
377.,rmac,"(1) JMNC-R-A,CKML-R-A,BLJE-R-A",10.01. 10:19,-36.84%,"-38,72%","-26,75%",
378.,SHAHEEN,"(4) VIRO-R-A,ATPL-R-A,IGH-R-A,THNK-R-A,AUHR-R-A,PODR-R-A",02.01. 13:51,-37.04%,"-37,04%","-28,93%",
379.,izoric,"(0) THNK-R-A,PVCM-R-A,TPNG-R-A",16.01. 12:50,-37.40%,"-38,11%","-27,19%",
380.,Andale...,"(0) PVCM-R-A,TPNG-R-A,BLJE-R-A",02.01. 20:59,-37.44%,"-38,17%","-29,33%",
381.,iborscak,"(0) RIVP-R-A,LEDO-R-A,DDJH-R-A,BD62-R-A,ARNT-R-A",25.01. 13:41,-38.08%,"-38,49%","-26,75%",
382.,woogreen,"(0) BLJE-R-A,PRFC-R-A,RIVP-R-A",07.01. 19:05,-38.54%,"-39,26%","-30,12%",... podižu me iz pepela ...
383.,acionista,"(0) VDKT-R-A,PRFC-R-A,RIVP-R-A,HPB-R-A,ADRS-P-A,DDJH-R-A",21.01. 14:26,-39.09%,"-40,04%","-28,38%",
384.,boka11,"(1) JNAF-R-A,DDJH-R-A,PRFC-R-A",05.01. 19:50,-39.26%,"-40,15%","-30,85%",
385.,seneka11,"(1) LEDO-R-A,JMNC-R-A,ADRS-P-A,ADRS-R-A,RIVP-R-A",17.01. 16:42,-39.64%,"-41,37%","-29,43%",
386.,Portfelj 2017.,"(3) ARNT-R-A,ADRS-P-A,ADPL-R-A,LEDO-R-A,DLKV-R-A",07.01. 12:02,-39.69%,"-41,27%","-31,27%",
387.,markolis,"(0) ADPL-R-A,BLJE-R-A,DDJH-R-A",17.01. 12:42,-39.83%,"-41,85%","-29,61%",
388.,vedrinho,"(1) MAIS-R-A,LEDO-R-A,BD62-R-A,IGH-R-A",07.01. 16:55,-41.19%,"-41,19%","-32,77%",
389.,fthree,"(0) DDJH-R-A,SLRS-R-A,PRFC-R-A",04.01. 13:12,-41.45%,"-41,45%","-33,18%",
390.,atlantidac,"(0) BD62-R-A,ADRS-P-A,PODR-R-A,ZVZD-R-A",23.01. 20:02,-41.60%,"-42,96%","-30,90%",
391.,rudar47,"(2) ARNT-R-A,RIVP-R-A,ADPL-R-A,ADRS-P-A",17.01. 13:55,-42.21%,"-43,86%","-31,99%",
392.,brutalno,"(0) DDJH-R-A,DLKV-R-A,VDKT-R-A",24.01. 20:11,-42.40%,"-42,40%","-31,97%",
393.,dikri,"(0) BD62-R-A,VDKT-R-A,AUHR-R-A,LKPC-R-A",16.01. 17:04,-42.65%,"-43,29%","-32,45%",
394.,goran23,"(1) OPTE-R-A,VDKT-R-A,LEDO-R-A,ATPL-R-A,DDJH-R-A,BLJE-R-A",09.01. 18:06,-44.21%,"-44,21%","-34,89%",
395.,ivanja,"(5) INGR-R-A,DDJH-R-A,PVCM-R-A",02.01. 21:30,-44.38%,"-45,69%","-36,27%",
396.,zmedjurecan,"(0) VDKT-R-A,ADRS-P-A,PODR-R-A",25.01. 18:08,-44.39%,"-46,20%","-33,06%",
397.,dražen181,"(2) DDJH-R-A,ERNT-R-A,RIVP-R-A,BD62-R-A,LEDO-R-A,JMNC-R-A",25.01. 13:24,-44.90%,"-46,28%","-33,57%",
398.,ddevic,"(2) JMNC-R-A,LEDO-R-A,PVCM-R-A,RIVP-R-A,ADRS-P-A",03.01. 13:21,-46.01%,"-47,07%","-38,00%",
399.,JARAN1962,"(5) ADRS-R-A,PODR-R-A,KOEI-R-A,TUHO-R-A,ZB-R-A,HPB-R-A",25.01. 08:26,-46.09%,"-46,09%","-34,76%",
400.,boca,"(0) LEDO-R-A,DDJH-R-A,VDKT-R-A,RIVP-R-A,ATGR-R-A",02.01. 20:44,-46.28%,"-47,03%","-38,17%","Nemam vdkt, imam vrlo malo ddjh i dosta ledo, atgr i rivp :)"
401.,Kisko,"(3) AUHR-R-A,ERNT-R-A,ZABA-R-A,RIVP-R-A",25.01. 10:01,-46.46%,"-47,75%","-35,13%",Idemo ...agrokor
402.,domo1977,"(3) INGR-R-A,THNK-R-A,ATPL-R-A",04.01. 14:31,-47.70%,"-47,70%","-39,43%",
403.,truli,"(0) ADRS-P-A,VDKT-R-A,PRFC-R-A",02.01. 20:32,-50.32%,"-51,56%","-42,22%",
404.,pitommacak,"(0) ERNT-R-A,VDKT-R-A,DDJH-R-A",25.01. 18:22,-50.78%,"-53,19%","-39,45%",
405.,templar,"(6) LEDO-R-A,ATGR-R-A,MAIS-R-A,HT-R-A,PODR-R-A",23.01. 21:29,-51.82%,"-52,89%","-41,12%",
406.,random_walk,"(1) THNK-R-A,DDJH-R-A,VDKT-R-A,OPTE-R-A,IGH-R-A,PVCM-R-A",09.01. 13:56,-52.52%,"-52,52%","-43,20%",High risk
407.,Novive,"(0) THNK-R-A,BD62-R-A,PRFC-R-A",18.01. 22:06,-52.53%,"-52,53%","-42,06%",
408.,bvidov45,"(5) PODR-R-A,PVCM-R-A,IPKK-R-A,HPB-R-A",02.01. 09:19,-52.87%,"-53,05%","-44,76%",
409.,ratko41,"(7) ADRS-P-A,HMST-R-A,RIVP-R-A",02.01. 12:41,-53.66%,"-53,66%","-45,55%",
410.,hrposejdon,"(0) THNK-R-A,LKRI-R-A,BLJE-R-A",04.01. 18:06,-54.11%,"-54,11%","-45,84%",Vrlo konzervativni pristup. Pa da vidimo kud će me odvesti u 2017. Sretno svima!
411.,LAVvalalav,"(0) PVCM-R-A,VDKT-R-A,PODR-R-A,THNK-R-A",25.01. 13:23,-54.16%,"-54,61%","-42,83%",lav
412.,Citoyen,"(0) PVCM-R-A,DDJH-R-A,ZVZD-R-A",25.01. 14:56,-55.13%,"-55,13%","-43,80%",
413.,virus,"(0) PODR-R-A,LEDO-R-A,KRAS-R-A,BLJE-R-A",02.01. 18:32,-56.49%,"-57,32%","-48,38%",
414.,ING2,"(2) DDJH-R-A,PODR-R-A,VDKT-R-A,IGH-R-A,PVCM-R-A",24.01. 20:54,-57.55%,"-57,84%","-47,11%",
415.,JustOnPaper,"(1) ZVZD-R-A,LEDO-R-A,JNAF-R-A",25.01. 22:07,-58.60%,"-59,76%","-47,27%",
416.,_sin_,"(7) LEDO-R-A,BLJE-R-A,JMNC-R-A",13.01. 21:37,-58.92%,"-59,59%","-49,01%",
417.,fotosinteza,"(3) VPIK-R-A,DLKV-R-A,ATPL-R-A,JMNC-R-A,LEDO-R-A,VDKT-R-A",02.01. 19:11,-59.12%,"-59,12%","-51,02%",
418.,andaluz,"(0) BLJE-R-A,ZABA-R-A,VDKT-R-A",03.01. 11:23,-60.03%,"-63,21%","-52,02%",
419.,pero vec postoji,"(2) JMNC-R-A,LEDO-R-A,MDKA-R-A",02.01. 12:31,-61.11%,"-65,44%","-53,00%",
420.,Lukasevic112,"(0) THNK-R-A,KRAS-R-A,ZVZD-R-A",24.01. 12:07,-63.29%,"-63,78%","-52,86%",
421.,atila,"(0) LEDO-R-A,ZVZD-R-A,PBZ-R-A",24.01. 20:17,-65.52%,"-66,58%","-55,09%",
422.,harry,"(0) PRFC-R-A,DDJH-R-A,VDKT-R-A",13.01. 20:35,-66.38%,"-66,38%","-56,47%",
423.,za-za,"(2) OPTE-R-A,LEDO-R-A,ZVZD-R-A",02.01. 07:10,-70.47%,"-70,47%","-62,36%",
424.,zoki,"(1) LEDO-R-A,JMNC-R-A,PVCM-R-A",02.01. 14:10,-71.21%,"-71,21%","-63,11%",
425.,damir321,"(2) ADPL-R-A,ADRS-R-A,MAIS-R-A",24.01. 10:32,-71.68%,"-72,17%","-61,25%",
426.,gordogan,"(2) RIVP-R-A,ATPL-R-A,OPTE-R-A",02.01. 09:04,-72.94%,"-72,94%","-64,83%",
427.,jole1985,"(3) ZVZD-R-A,RIVP-R-A,JMNC-R-A,BLJE-R-A,LEDO-R-A",03.01. 07:14,-73.13%,"-73,51%","-65,12%",
428.,VIDOVITI MILAN,"(0) VDKT-R-A,THNK-R-A,PODR-R-A,LEDO-R-A",12.01. 15:48,-73.63%,"-74,09%","-63,53%",VIDOVITI MILAN PRINOS 15%
429.,cvrcak7,"(3) RIVP-R-A,ADPL-R-A,DDJH-R-A",20.01. 13:56,-73.76%,"-74,27%","-63,05%",
430.,komot,"(1) LEDO-R-A,ZVZD-R-A,JMNC-R-A,PVCM-R-A",25.01. 13:27,-74.11%,"-74,11%","-62,79%",
431.,Crumarix,"(4) INA-R-A,PVCM-R-A,OPTE-R-A",05.01. 00:08,-82.15%,"-82,18%","-73,73%",
432.,Igor-H,"(1) JMNC-R-A,BLJE-R-A,LEDO-R-A",04.01. 18:42,-86.26%,"-86,26%","-77,98%",
433.,Insajder,"(2) ARNT-R-A,PODR-R-A,DDJH-R-A",02.01. 19:14,-86.54%,"-86,54%","-78,43%",
434.,zimzelen,"(4) LEDO-R-A,JMNC-R-A,BLJE-R-A",05.01. 00:03,-87.37%,"-88,02%","-78,95%",
435.,Hrvoje1,"(3) PLAG-R-A,HUPZ-R-A,HT-R-A",02.01. 15:08,-88.75%,"-88,77%","-80,65%",
436.,zerjavec,"(1) LEDO-R-A,ZVZD-R-A,JMNC-R-A",03.01. 09:49,-91.01%,"-91,01%","-82,99%",
437.,višnja2,"(1) LEDO-R-A,BLJE-R-A,JMNC-R-A",25.01. 17:10,-91.11%,"-91,11%","-79,78%",
438.,barrenwuffet,"(1) ZVZD-R-A,LEDO-R-A,JMNC-R-A,VDKT-R-A,BLJE-R-A",25.01. 14:43,-92.74%,"-92,74%","-81,41%",
439.,Repro,"(1) BLJE-R-A,JMNC-R-A,LEDO-R-A,ZVZD-R-A,VPIK-R-A,VDKT-R-A",08.01. 10:19,-92.96%,"-92,96%","-84,54%",
440.,didi,"(1) JMNC-R-A,LEDO-R-A,ZVZD-R-A",24.01. 18:25,-94.26%,"-94,26%","-83,82%",
